user_id,event,timestamp
118,visit,2025-07-05 2:17
118,signup,2025-07-05 2:31
118,try_feature,2025-07-05 2:48
118,purchase,2025-07-05 2:49
119,visit,2025-07-16 4:28
119,signup,2025-07-16 4:40
119,try_feature,2025-07-16 4:58
120,visit,2025-07-08 18:24
120,signup,2025-07-08 18:38
121,visit,2025-07-13 12:42
121,signup,2025-07-13 12:47
121,try_feature,2025-07-13 12:49
122,visit,2025-07-04 14:06
122,signup,2025-07-04 14:21
122,try_feature,2025-07-04 14:26
122,purchase,2025-07-04 14:31
123,visit,2025-07-11 19:44
124,visit,2025-07-13 10:40
125,visit,2025-07-02 19:04
126,visit,2025-07-03 13:06
126,signup,2025-07-03 13:10
127,visit,2025-07-02 10:50
127,signup,2025-07-02 11:02
127,try_feature,2025-07-02 11:07
128,visit,2025-07-06 5:11
128,signup,2025-07-06 5:24
128,try_feature,2025-07-06 5:32
128,purchase,2025-07-06 5:51
129,visit,2025-07-09 14:16
131,visit,2025-07-10 20:27
132,visit,2025-07-07 12:54
132,signup,2025-07-07 13:02
133,visit,2025-07-10 0:53
133,signup,2025-07-10 1:02
134,visit,2025-07-16 9:49
135,visit,2025-07-08 20:12
135,signup,2025-07-08 20:17
135,try_feature,2025-07-08 20:19
135,purchase,2025-07-08 20:34
136,visit,2025-07-05 2:58
136,signup,2025-07-05 3:12
138,visit,2025-07-06 8:58
139,visit,2025-07-10 23:55
139,signup,2025-07-10 23:59
139,try_feature,2025-07-11 0:02
140,visit,2025-07-13 17:23
140,signup,2025-07-13 17:36
140,try_feature,2025-07-13 17:54
141,visit,2025-07-09 18:24
141,signup,2025-07-09 18:36
141,try_feature,2025-07-09 18:44
142,visit,2025-07-11 19:14
143,visit,2025-07-10 20:26
144,visit,2025-07-10 15:07
144,signup,2025-07-10 15:25
144,try_feature,2025-07-10 15:40
145,visit,2025-07-05 13:41
145,signup,2025-07-05 13:57
145,try_feature,2025-07-05 14:06
145,purchase,2025-07-05 14:18
148,visit,2025-07-12 1:25
149,visit,2025-07-15 2:42
151,visit,2025-07-07 2:53
151,signup,2025-07-07 3:00
151,try_feature,2025-07-07 3:08
153,visit,2025-07-05 17:16
153,signup,2025-07-05 17:20
153,try_feature,2025-07-05 17:21
154,visit,2025-07-08 18:20
154,signup,2025-07-08 18:29
155,visit,2025-07-03 15:28
155,signup,2025-07-03 15:45
158,visit,2025-07-02 15:54
158,signup,2025-07-02 15:58
158,try_feature,2025-07-02 16:13
159,visit,2025-07-05 2:08
159,signup,2025-07-05 2:27
159,try_feature,2025-07-05 2:38
160,visit,2025-07-15 16:38
161,visit,2025-07-07 13:28
161,signup,2025-07-07 13:42
161,try_feature,2025-07-07 13:57
162,visit,2025-07-11 21:16
162,signup,2025-07-11 21:21
162,try_feature,2025-07-11 21:37
162,purchase,2025-07-11 21:40
163,visit,2025-07-12 4:35
163,signup,2025-07-12 4:53
163,try_feature,2025-07-12 4:57
164,visit,2025-07-02 9:38
164,signup,2025-07-02 9:42
164,try_feature,2025-07-02 9:49
164,purchase,2025-07-02 10:05
165,visit,2025-07-12 17:23
165,signup,2025-07-12 17:32
166,visit,2025-07-01 19:59
166,signup,2025-07-01 20:08
167,visit,2025-07-10 10:22
167,signup,2025-07-10 10:27
167,try_feature,2025-07-10 10:40
167,purchase,2025-07-10 10:41
168,visit,2025-07-07 12:26
168,signup,2025-07-07 12:32
169,visit,2025-07-03 1:09
169,signup,2025-07-03 1:29
169,try_feature,2025-07-03 1:32
170,visit,2025-07-15 13:17
170,signup,2025-07-15 13:34
170,try_feature,2025-07-15 13:48
171,visit,2025-07-10 1:14
171,signup,2025-07-10 1:34
171,try_feature,2025-07-10 1:41
172,visit,2025-07-09 9:20
173,visit,2025-07-06 4:24
173,signup,2025-07-06 4:32
173,try_feature,2025-07-06 4:44
174,visit,2025-07-15 2:55
174,signup,2025-07-15 3:09
174,try_feature,2025-07-15 3:23
174,purchase,2025-07-15 3:36
175,visit,2025-07-06 19:29
175,signup,2025-07-06 19:41
175,try_feature,2025-07-06 19:45
176,visit,2025-07-03 12:55
176,signup,2025-07-03 13:06
176,try_feature,2025-07-03 13:12
177,visit,2025-07-07 11:22
177,signup,2025-07-07 11:27
177,try_feature,2025-07-07 11:32
178,visit,2025-07-03 5:49
179,visit,2025-07-15 21:59
179,signup,2025-07-15 22:19
179,try_feature,2025-07-15 22:30
180,visit,2025-07-10 8:37
180,signup,2025-07-10 8:54
180,try_feature,2025-07-10 9:09
181,visit,2025-07-10 2:41
181,signup,2025-07-10 2:44
181,try_feature,2025-07-10 3:01
182,visit,2025-07-02 14:58
182,signup,2025-07-02 15:05
183,visit,2025-07-02 14:06
184,visit,2025-07-03 16:41
185,visit,2025-07-15 16:33
185,signup,2025-07-15 16:45
185,try_feature,2025-07-15 16:55
186,visit,2025-07-02 20:41
186,signup,2025-07-02 20:52
186,try_feature,2025-07-02 21:05
187,visit,2025-07-11 2:37
187,signup,2025-07-11 2:49
187,try_feature,2025-07-11 3:02
188,visit,2025-07-13 20:50
188,signup,2025-07-13 20:55
188,try_feature,2025-07-13 21:12
189,visit,2025-07-01 11:19
189,signup,2025-07-01 11:26
189,try_feature,2025-07-01 11:42
189,purchase,2025-07-01 11:47
190,visit,2025-07-04 16:49
190,signup,2025-07-04 17:06
191,visit,2025-07-05 19:24
192,visit,2025-07-06 23:28
192,signup,2025-07-06 23:40
193,visit,2025-07-10 23:50
193,signup,2025-07-11 0:08
195,visit,2025-07-15 14:49
195,signup,2025-07-15 15:02
196,visit,2025-07-07 19:08
196,signup,2025-07-07 19:10
197,visit,2025-07-04 22:54
197,signup,2025-07-04 22:58
197,try_feature,2025-07-04 23:04
197,purchase,2025-07-04 23:21
198,visit,2025-07-03 7:52
199,visit,2025-07-14 1:25
199,signup,2025-07-14 1:33
199,try_feature,2025-07-14 1:36
200,visit,2025-07-04 22:41
200,signup,2025-07-04 22:46
201,visit,2025-07-16 22:53
201,signup,2025-07-16 23:09
202,visit,2025-07-01 8:13
203,visit,2025-07-14 3:49
203,signup,2025-07-14 3:59
203,try_feature,2025-07-14 4:07
204,visit,2025-07-04 15:38
204,signup,2025-07-04 15:55
204,try_feature,2025-07-04 16:00
205,visit,2025-07-08 18:26
205,signup,2025-07-08 18:29
205,try_feature,2025-07-08 18:41
206,visit,2025-07-01 12:55
207,visit,2025-07-09 23:01
207,signup,2025-07-09 23:04
208,visit,2025-07-11 4:02
210,visit,2025-07-16 20:11
211,visit,2025-07-15 1:18
212,visit,2025-07-11 9:32
212,signup,2025-07-11 9:50
213,visit,2025-07-07 9:22
214,visit,2025-07-11 8:07
216,visit,2025-07-16 22:31
216,signup,2025-07-16 22:48
218,visit,2025-07-06 17:18
218,signup,2025-07-06 17:21
218,try_feature,2025-07-06 17:31
219,visit,2025-07-06 22:28
220,visit,2025-07-12 19:27
220,signup,2025-07-12 19:29
220,try_feature,2025-07-12 19:42
221,visit,2025-07-05 19:43
221,signup,2025-07-05 19:45
223,visit,2025-07-02 19:09
223,signup,2025-07-02 19:21
224,visit,2025-07-12 12:20
225,visit,2025-07-01 23:11
226,visit,2025-07-04 8:49
226,signup,2025-07-04 9:04
226,try_feature,2025-07-04 9:24
226,purchase,2025-07-04 9:40
227,visit,2025-07-03 14:11
228,visit,2025-07-11 21:22
228,signup,2025-07-11 21:40
229,visit,2025-07-06 11:32
230,visit,2025-07-08 15:01
230,signup,2025-07-08 15:20
230,try_feature,2025-07-08 15:38
230,purchase,2025-07-08 15:41
231,visit,2025-07-16 16:26
231,signup,2025-07-16 16:45
232,visit,2025-07-15 14:43
233,visit,2025-07-06 4:27
234,visit,2025-07-05 9:10
234,signup,2025-07-05 9:18
235,visit,2025-07-03 8:12
235,signup,2025-07-03 8:30
236,visit,2025-07-03 16:41
236,signup,2025-07-03 17:00
237,visit,2025-07-11 18:02
237,signup,2025-07-11 18:03
237,try_feature,2025-07-11 18:22
238,visit,2025-07-14 19:40
238,signup,2025-07-14 19:58
238,try_feature,2025-07-14 20:08
238,purchase,2025-07-14 20:21
239,visit,2025-07-02 5:28
239,signup,2025-07-02 5:43
239,try_feature,2025-07-02 6:03
240,visit,2025-07-12 12:08
240,signup,2025-07-12 12:25
240,try_feature,2025-07-12 12:36
240,purchase,2025-07-12 12:40
241,visit,2025-07-05 3:03
243,visit,2025-07-11 18:46
243,signup,2025-07-11 18:52
243,try_feature,2025-07-11 19:09
244,visit,2025-07-03 12:32
244,signup,2025-07-03 12:40
244,try_feature,2025-07-03 12:52
245,visit,2025-07-16 9:34
245,signup,2025-07-16 9:38
246,visit,2025-07-13 11:02
246,signup,2025-07-13 11:21
247,visit,2025-07-03 12:32
247,signup,2025-07-03 12:50
248,visit,2025-07-04 4:06
248,signup,2025-07-04 4:17
249,visit,2025-07-07 19:32
249,signup,2025-07-07 19:34
250,visit,2025-07-16 16:29
250,signup,2025-07-16 16:46
250,try_feature,2025-07-16 17:06
251,visit,2025-07-10 18:21
251,signup,2025-07-10 18:38
251,try_feature,2025-07-10 18:57
252,visit,2025-07-04 13:37
252,signup,2025-07-04 13:38
253,visit,2025-07-08 23:03
253,signup,2025-07-08 23:09
254,visit,2025-07-13 4:52
254,signup,2025-07-13 4:54
254,try_feature,2025-07-13 4:58
255,visit,2025-07-05 13:44
256,visit,2025-07-16 23:46
256,signup,2025-07-16 23:51
256,try_feature,2025-07-17 0:09
258,visit,2025-07-11 17:22
258,signup,2025-07-11 17:31
259,visit,2025-07-09 17:19
260,visit,2025-07-07 22:45
260,signup,2025-07-07 23:01
260,try_feature,2025-07-07 23:10
261,visit,2025-07-13 12:52
261,signup,2025-07-13 12:57
262,visit,2025-07-03 11:59
263,visit,2025-07-07 6:52
263,signup,2025-07-07 7:10
263,try_feature,2025-07-07 7:15
263,purchase,2025-07-07 7:34
264,visit,2025-07-08 20:14
264,signup,2025-07-08 20:28
264,try_feature,2025-07-08 20:44
264,purchase,2025-07-08 20:49
266,visit,2025-07-16 15:41
266,signup,2025-07-16 15:51
267,visit,2025-07-03 20:36
268,visit,2025-07-06 13:56
270,visit,2025-07-10 1:00
270,signup,2025-07-10 1:20
270,try_feature,2025-07-10 1:31
271,visit,2025-07-05 16:29
271,signup,2025-07-05 16:33
272,visit,2025-07-06 0:47
272,signup,2025-07-06 0:57
272,try_feature,2025-07-06 1:04
273,visit,2025-07-11 2:25
274,visit,2025-07-16 10:59
274,signup,2025-07-16 11:08
275,visit,2025-07-11 9:37
275,signup,2025-07-11 9:38
276,visit,2025-07-02 21:07
276,signup,2025-07-02 21:13
277,visit,2025-07-10 22:07
277,signup,2025-07-10 22:17
277,try_feature,2025-07-10 22:25
278,visit,2025-07-15 23:38
279,visit,2025-07-07 7:43
279,signup,2025-07-07 7:46
280,visit,2025-07-03 18:07
281,visit,2025-07-07 18:34
282,visit,2025-07-15 3:43
282,signup,2025-07-15 4:02
282,try_feature,2025-07-15 4:19
283,visit,2025-07-14 14:36
283,signup,2025-07-14 14:51
284,visit,2025-07-13 8:52
284,signup,2025-07-13 8:59
284,try_feature,2025-07-13 9:01
285,visit,2025-07-02 2:59
285,signup,2025-07-02 3:09
286,visit,2025-07-14 11:57
286,signup,2025-07-14 12:10
286,try_feature,2025-07-14 12:28
286,purchase,2025-07-14 12:40
287,visit,2025-07-13 16:08
288,visit,2025-07-01 9:29
288,signup,2025-07-01 9:47
289,visit,2025-07-08 14:22
290,visit,2025-07-04 1:51
291,visit,2025-07-01 7:13
291,signup,2025-07-01 7:33
292,visit,2025-07-02 7:47
292,signup,2025-07-02 8:02
294,visit,2025-07-08 23:36
295,visit,2025-07-11 7:19
295,signup,2025-07-11 7:36
295,try_feature,2025-07-11 7:46
296,visit,2025-07-06 20:43
296,signup,2025-07-06 20:59
297,visit,2025-07-13 16:20
297,signup,2025-07-13 16:34
297,try_feature,2025-07-13 16:47
298,visit,2025-07-08 9:54
299,visit,2025-07-14 13:35
299,signup,2025-07-14 13:48
299,try_feature,2025-07-14 13:55
300,visit,2025-07-12 2:34
300,signup,2025-07-12 2:41
301,visit,2025-07-02 2:12
302,visit,2025-07-07 15:13
302,signup,2025-07-07 15:24
302,try_feature,2025-07-07 15:25
303,visit,2025-07-04 23:48
303,signup,2025-07-04 23:56
303,try_feature,2025-07-05 0:03
304,visit,2025-07-10 12:29
304,signup,2025-07-10 12:41
305,visit,2025-07-16 14:06
306,visit,2025-07-11 6:23
306,signup,2025-07-11 6:25
308,visit,2025-07-14 9:09
308,signup,2025-07-14 9:17
308,try_feature,2025-07-14 9:25
308,purchase,2025-07-14 9:36
309,visit,2025-07-16 14:10
309,signup,2025-07-16 14:22
309,try_feature,2025-07-16 14:40
310,visit,2025-07-02 16:02
311,visit,2025-07-02 0:26
311,signup,2025-07-02 0:34
311,try_feature,2025-07-02 0:39
312,visit,2025-07-02 19:40
313,visit,2025-07-16 0:00
313,signup,2025-07-16 0:14
314,visit,2025-07-10 0:32
315,visit,2025-07-06 3:58
315,signup,2025-07-06 4:03
316,visit,2025-07-12 8:50
318,visit,2025-07-08 9:43
318,signup,2025-07-08 9:46
318,try_feature,2025-07-08 9:48
319,visit,2025-07-16 1:40
319,signup,2025-07-16 1:46
323,visit,2025-07-09 17:36
324,visit,2025-07-11 0:13
325,visit,2025-07-10 5:36
325,signup,2025-07-10 5:49
325,try_feature,2025-07-10 6:07
327,visit,2025-07-02 3:27
327,signup,2025-07-02 3:30
328,visit,2025-07-13 10:01
328,signup,2025-07-13 10:16
329,visit,2025-07-13 13:11
329,signup,2025-07-13 13:24
329,try_feature,2025-07-13 13:44
330,visit,2025-07-03 8:09
331,visit,2025-07-11 11:06
331,signup,2025-07-11 11:16
331,try_feature,2025-07-11 11:25
331,purchase,2025-07-11 11:28
332,visit,2025-07-14 3:01
332,signup,2025-07-14 3:19
333,visit,2025-07-13 0:18
334,visit,2025-07-08 18:33
334,signup,2025-07-08 18:46
334,try_feature,2025-07-08 18:55
334,purchase,2025-07-08 19:11
335,visit,2025-07-14 8:26
335,signup,2025-07-14 8:29
336,visit,2025-07-16 19:39
336,signup,2025-07-16 19:43
337,visit,2025-07-11 19:24
337,signup,2025-07-11 19:35
338,visit,2025-07-05 9:20
338,signup,2025-07-05 9:27
339,visit,2025-07-11 9:47
340,visit,2025-07-08 10:24
340,signup,2025-07-08 10:37
340,try_feature,2025-07-08 10:56
340,purchase,2025-07-08 11:14
342,visit,2025-07-07 14:51
343,visit,2025-07-14 21:31
343,signup,2025-07-14 21:41
345,visit,2025-07-16 18:25
345,signup,2025-07-16 18:39
346,visit,2025-07-03 3:49
346,signup,2025-07-03 4:01
346,try_feature,2025-07-03 4:21
347,visit,2025-07-11 13:06
347,signup,2025-07-11 13:15
348,visit,2025-07-08 14:23
348,signup,2025-07-08 14:42
348,try_feature,2025-07-08 14:47
350,visit,2025-07-04 23:09
350,signup,2025-07-04 23:20
351,visit,2025-07-12 15:06
351,signup,2025-07-12 15:21
351,try_feature,2025-07-12 15:31
351,purchase,2025-07-12 15:35
352,visit,2025-07-04 21:51
352,signup,2025-07-04 21:59
352,try_feature,2025-07-04 22:17
353,visit,2025-07-15 7:51
353,signup,2025-07-15 7:57
353,try_feature,2025-07-15 8:11
354,visit,2025-07-15 18:27
354,signup,2025-07-15 18:34
355,visit,2025-07-06 11:20
355,signup,2025-07-06 11:24
356,visit,2025-07-11 19:24
356,signup,2025-07-11 19:43
357,visit,2025-07-06 21:45
357,signup,2025-07-06 22:05
357,try_feature,2025-07-06 22:10
358,visit,2025-07-06 11:44
358,signup,2025-07-06 11:57
359,visit,2025-07-14 5:31
359,signup,2025-07-14 5:37
359,try_feature,2025-07-14 5:53
360,visit,2025-07-15 19:03
360,signup,2025-07-15 19:04
361,visit,2025-07-16 13:43
361,signup,2025-07-16 13:58
362,visit,2025-07-08 9:02
362,signup,2025-07-08 9:20
363,visit,2025-07-16 17:32
363,signup,2025-07-16 17:36
364,visit,2025-07-12 17:52
364,signup,2025-07-12 18:07
364,try_feature,2025-07-12 18:21
364,purchase,2025-07-12 18:29
365,visit,2025-07-15 8:22
365,signup,2025-07-15 8:25
366,visit,2025-07-08 6:51
367,visit,2025-07-14 5:39
368,visit,2025-07-02 18:22
368,signup,2025-07-02 18:42
369,visit,2025-07-10 9:36
370,visit,2025-07-04 4:48
371,visit,2025-07-05 22:55
372,visit,2025-07-08 21:25
372,signup,2025-07-08 21:44
372,try_feature,2025-07-08 21:58
373,visit,2025-07-03 12:32
373,signup,2025-07-03 12:44
373,try_feature,2025-07-03 13:00
374,visit,2025-07-03 23:29
375,visit,2025-07-13 6:27
375,signup,2025-07-13 6:43
375,try_feature,2025-07-13 6:53
375,purchase,2025-07-13 7:12
376,visit,2025-07-11 21:48
376,signup,2025-07-11 21:52
376,try_feature,2025-07-11 22:07
378,visit,2025-07-05 20:19
378,signup,2025-07-05 20:28
378,try_feature,2025-07-05 20:40
379,visit,2025-07-06 1:25
379,signup,2025-07-06 1:33
380,visit,2025-07-01 6:30
380,signup,2025-07-01 6:49
380,try_feature,2025-07-01 7:04
381,visit,2025-07-14 22:08
381,signup,2025-07-14 22:16
381,try_feature,2025-07-14 22:20
382,visit,2025-07-05 12:49
382,signup,2025-07-05 12:54
382,try_feature,2025-07-05 12:59
382,purchase,2025-07-05 13:18
383,visit,2025-07-15 11:46
384,visit,2025-07-15 6:05
385,visit,2025-07-13 11:27
385,signup,2025-07-13 11:32
385,try_feature,2025-07-13 11:35
386,visit,2025-07-10 22:01
386,signup,2025-07-10 22:11
387,visit,2025-07-13 9:41
387,signup,2025-07-13 9:49
387,try_feature,2025-07-13 9:53
387,purchase,2025-07-13 10:13
388,visit,2025-07-12 10:08
388,signup,2025-07-12 10:27
389,visit,2025-07-16 2:01
389,signup,2025-07-16 2:02
390,visit,2025-07-13 16:18
391,visit,2025-07-14 22:25
391,signup,2025-07-14 22:43
391,try_feature,2025-07-14 22:48
391,purchase,2025-07-14 22:58
392,visit,2025-07-05 17:20
392,signup,2025-07-05 17:23
393,visit,2025-07-08 1:15
393,signup,2025-07-08 1:29
394,visit,2025-07-10 21:47
394,signup,2025-07-10 21:53
395,visit,2025-07-06 15:22
395,signup,2025-07-06 15:31
396,visit,2025-07-09 23:56
396,signup,2025-07-09 23:57
396,try_feature,2025-07-10 0:11
396,purchase,2025-07-10 0:14
397,visit,2025-07-03 15:29
397,signup,2025-07-03 15:31
397,try_feature,2025-07-03 15:50
397,purchase,2025-07-03 15:56
398,visit,2025-07-04 7:47
399,visit,2025-07-01 7:02
400,visit,2025-07-06 1:35
400,signup,2025-07-06 1:49
400,try_feature,2025-07-06 1:57
400,purchase,2025-07-06 2:08
401,visit,2025-07-12 3:32
401,signup,2025-07-12 3:34
402,visit,2025-07-13 2:56
403,visit,2025-07-10 10:05
403,signup,2025-07-10 10:06
404,visit,2025-07-10 23:39
404,signup,2025-07-10 23:51
405,visit,2025-07-07 23:57
405,signup,2025-07-08 0:05
405,try_feature,2025-07-08 0:19
406,visit,2025-07-01 10:00
407,visit,2025-07-10 3:13
407,signup,2025-07-10 3:21
408,visit,2025-07-05 22:17
409,visit,2025-07-14 22:57
409,signup,2025-07-14 23:00
409,try_feature,2025-07-14 23:17
409,purchase,2025-07-14 23:30
411,visit,2025-07-08 9:16
412,visit,2025-07-11 10:28
413,visit,2025-07-05 18:06
413,signup,2025-07-05 18:12
413,try_feature,2025-07-05 18:23
414,visit,2025-07-07 14:19
414,signup,2025-07-07 14:23
415,visit,2025-07-02 6:53
415,signup,2025-07-02 6:58
416,visit,2025-07-13 16:03
417,visit,2025-07-06 0:25
418,visit,2025-07-08 3:29
418,signup,2025-07-08 3:34
419,visit,2025-07-08 4:12
419,signup,2025-07-08 4:24
421,visit,2025-07-07 20:28
423,visit,2025-07-02 5:59
423,signup,2025-07-02 6:12
425,visit,2025-07-09 8:28
425,signup,2025-07-09 8:30
425,try_feature,2025-07-09 8:50
426,visit,2025-07-16 1:05
426,signup,2025-07-16 1:10
426,try_feature,2025-07-16 1:27
427,visit,2025-07-13 22:22
427,signup,2025-07-13 22:38
